actor,actorLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q382278,Μίκαελ Νίκβιστ,υποκριτική,Στοκχόλμη,1960-11-08T00:00:00Z,2017-06-27T00:00:00Z,Σουηδός ηθοποιός
http://www.wikidata.org/entity/Q388744,Q388744,υποκριτική,Νεγί-συρ-Σεν,1972-02-08T00:00:00Z,,Γάλλος ηθοποιός
http://www.wikidata.org/entity/Q391359,Ντέιβιντ Χάρμπορ,υποκριτική,Γουάιτ Πλέινς,1975-01-01T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q391359,Ντέιβιντ Χάρμπορ,υποκριτική,Γουάιτ Πλέινς,1975-04-10T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q400341,Q400341,υποκριτική,Σουχούμ,1893-01-06T00:00:00Z,1956-12-21T00:00:00Z,
http://www.wikidata.org/entity/Q400341,Q400341,υποκριτική,Q4260497,1893-01-06T00:00:00Z,1956-12-21T00:00:00Z,
http://www.wikidata.org/entity/Q403905,Έινταν Τέρνερ,υποκριτική,Q1102232,1983-06-19T00:00:00Z,,
http://www.wikidata.org/entity/Q404327,Q404327,"δράμα, υποκριτική",Σάικαϊ,1955-12-20T00:00:00Z,,
http://www.wikidata.org/entity/Q420041,Q420041,"υποκριτική, παραγωγή ταινιών",Q988384,1965-08-27T00:00:00Z,2020-05-15T00:00:00Z,
http://www.wikidata.org/entity/Q428819,Μπόμπι Καναβάλι,υποκριτική,Γιούνιον Σίτι,1970-05-03T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q430017,Q430017,υποκριτική,Q270704,1952-10-21T00:00:00Z,,
http://www.wikidata.org/entity/Q432362,Q432362,υποκριτική,Κέιπ Τάουν,1949-06-14T00:00:00Z,2021-12-02T00:00:00Z,
http://www.wikidata.org/entity/Q432385,Ντιν Νόρις,υποκριτική,Σάουθ Μπεντ,1963-04-08T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q432892,Ζάρκο Λάουσεβιτς,υποκριτική,Τσέτινιε,1960-01-19T00:00:00Z,2023-11-15T00:00:00Z,Σέρβος ηθοποιός
http://www.wikidata.org/entity/Q433124,Q433124,τέχνες του θεάματος,Q736097,1970-11-08T00:00:00Z,,
http://www.wikidata.org/entity/Q433601,Q433601,υποκριτική,Φλωρεντία,1979-02-27T00:00:00Z,,
http://www.wikidata.org/entity/Q433631,Q433631,Μεταγλώττιση,Λονδίνο,1877-07-27T00:00:00Z,1965-02-19T00:00:00Z,
http://www.wikidata.org/entity/Q433692,Q433692,υποκριτική,Βαλτιμόρη,1970-10-07T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q434003,Χόλι Ρόμπινσον Πιτ,"άσμα, υποκριτική",Φιλαδέλφεια,1964-09-18T00:00:00Z,,
http://www.wikidata.org/entity/Q115028,Q115028,"θέατρο, υποκριτική",Πράγα,1869-09-29T00:00:00Z,1942-10-29T00:00:00Z,
http://www.wikidata.org/entity/Q118125,Q118125,"ταινία, θέατρο",Q1637855,1936-11-28T00:00:00Z,,
http://www.wikidata.org/entity/Q118682,Q118682,"θέατρο, τέχνες του θεάματος, υποκριτική",Q69085,1970-12-19T00:00:00Z,,
http://www.wikidata.org/entity/Q120155,Q120155,"λογοτεχνία, δράμα, υποκριτική",Μάιντς,1956-03-22T00:00:00Z,,
http://www.wikidata.org/entity/Q121270,Q121270,θέατρο,Άουγκσμπουργκ,1782-05-03T00:00:00Z,1828-08-28T00:00:00Z,
http://www.wikidata.org/entity/Q123661,Q123661,"ταινία, τσίρκο",Q8243,1907-04-29T00:00:00Z,1980-03-15T00:00:00Z,
http://www.wikidata.org/entity/Q229153,Q229153,σύνθεση,Ρόκφορντ,1980-07-23T00:00:00Z,,
http://www.wikidata.org/entity/Q229244,Κέιτι Σαγκάλ,σύνθεση,Χόλυγουντ,1954-01-19T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q229282,Q229282,σύνθεση,Λος Άντζελες,1984-03-25T00:00:00Z,,
http://www.wikidata.org/entity/Q229375,Λίντα Ρόνσταντ,σύνθεση,Τούσον,1946-07-15T00:00:00Z,,Αμερικανίδα τραγουδίστρια
http://www.wikidata.org/entity/Q229735,Φάιστ (τραγουδίστρια),σύνθεση,Q470594,1976-02-13T00:00:00Z,,
http://www.wikidata.org/entity/Q230563,Ειρήνη Παπά,"μουσική, υποκριτική",Χιλιομόδι Κορινθίας,1929-09-03T00:00:00Z,2022-09-14T00:00:00Z,Ελληνίδα ηθοποιός
http://www.wikidata.org/entity/Q230827,Τζορντάνα Μπρούστερ,"ταινία, υποκριτική",Πόλη του Παναμά,1980-04-26T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q231178,Γκλόρια Στάινεμ,"πολιτική, δημοσιογραφία, φεμινισμός, δοκίμιο",Τολέδο,1934-03-25T00:00:00Z,,Αμερικανίδα φεμινίστρια και δημοσιογράφος
http://www.wikidata.org/entity/Q231199,Q231199,"λογοτεχνία, δράμα, δημοσιογραφία γνώμης, θέατρο, υποκριτική, ραδιοφωνία, δραματουργία",Γίτσιν,1922-08-17T00:00:00Z,1988-06-11T00:00:00Z,
http://www.wikidata.org/entity/Q231199,Q231199,"λογοτεχνία, δράμα, δημοσιογραφία γνώμης, θέατρο, υποκριτική, ραδιοφωνία, δραματουργία",Γίτσιν,1922-08-17T00:00:00Z,1988-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q231221,Άγκνες Μούρχεντ,"ταινία, υποκριτική",Q426209,1900-12-06T00:00:00Z,1974-04-30T00:00:00Z,
http://www.wikidata.org/entity/Q231635,Q231635,"μουσική, υποκριτική",Γούντλαντ Χιλς,1988-04-25T00:00:00Z,,
http://www.wikidata.org/entity/Q231726,Χέιλι Στάινφελντ,"μουσική, υποκριτική",Ταρζάνα,1996-12-11T00:00:00Z,,
